Policy,Year,Population (B),GDP ($T),GDP After Damage ($T),GDP PC ($K),Emissions (Gt CO₂),CO₂ (ppm),Temp Increase (°C),Climate Damage (%),Pollution Damage (%),Consumption PC ($K),Pop Growth Rate (%)
Dirty Extreme,26,9.779961172079709,202.42620195542347,181.8052617108252,18.589568865554536,55.0112475032775,551.6237718136924,2.217044367526207,1.605332318627523,9.736990808080117,13.012698205888173,0.4194223200995051
Dirty Extreme,27,9.81840518731394,207.1026345295391,185.66045413518728,18.90943086918774,55.70055597850744,557.7296286385015,2.2748516602891797,1.690138694926255,9.858998408195815,13.23660160843142,0.39308965094855264
Dirty Extreme,28,9.854568161516395,211.86053237328508,189.5640186992473,19.236156835316635,56.39142332183645,563.9200554461673,2.335011875972419,1.7807147985404683,9.981281927965052,13.465309784721645,0.3683182096536397
Dirty Extreme,29,9.888569225015573,216.7026881422545,193.5169232565693,19.56975967433393,57.08425494113259,570.1945358751922,2.39753039695523,1.8773464446123174,10.103913124580469,13.698831772033751,0.34502844713131253
Dirty Extreme,30,9.920523395164704,221.63197960918515,197.52011794276206,19.91025171504903,57.77945699478922,576.5526443772429,2.462411973632489,1.9803301929284332,10.226963888077693,13.937176200534319,0.32314250345029105
Dirty Extreme,31,9.950541362045312,226.6513699569683,201.574531595672,20.257644711125426,58.47743593185017,582.9940454675809,2.529660777722998,2.08997338020435,10.350506159937478,14.180351297787796,0.30258450774118817
Dirty Extreme,32,9.97872933721865,231.76390862910372,205.68106856359213,20.61194983979004,59.17859819197823,589.5184928858312,2.599280453096926,2.2065941481999847,10.474611879980147,14.428364887853027,0.28328082008539646
Dirty Extreme,33,10.005188957959673,236.9727327284654,209.8406058884687,20.973177695112803,59.883350052225964,596.125828701757,2.6712741641623268,2.3305214685955633,10.599352959243994,14.68122438657896,0.26516022077414103
Dirty Extreme,34,10.03025882902427,242.28457037656744,214.05679121678884,21.341103441655854,60.592973279013634,602.815982397604,2.745644641866251,2.4620951655069314,10.724956270385412,14.938772409159094,0.2505686916052907
Dirty Extreme,35,10.054923695956372,247.7161432769693,218.3410954174525,21.71484359501,61.31116404716617,609.5891549565182,2.8223942923244714,2.601666056203523,10.85207603634841,15.200390516507,0.24590459082403093
Dirty Extreme,36,10.079165240361107,253.270289226569,222.69370290939145,22.094458975395565,62.03805798774403,616.4463262338191,2.9015254760311406,2.749596438759657,10.980736263830693,15.466121282776893,0.24109128162239646
Dirty Extreme,37,10.102965033743832,258.9499336103952,227.11475391008435,22.48000989328605,62.77379703284933,623.3884949407226,2.9830405109351483,2.9062601233148833,11.11096207481433,15.736006925300233,0.2361286159633602
Dirty Extreme,38,10.126304544755772,264.75809360943913,231.60434353179826,22.871556203762598,63.51852981183377,630.4166797869877,3.0669416757143453,3.0720424637134665,11.242779776694576,16.010089342633815,0.2310164484781163
Dirty Extreme,39,10.149165146747443,270.69788265974313,236.1625210171168,23.269157374269454,64.27241206743102,637.5319206958433,3.153231213252587,3.247340389709643,11.37621693593529,16.28841016198862,0.22575463626075543
Dirty Extreme,40,10.1715281256294,276.77251517683703,240.78928912729324,23.672872566765236,65.03560709246678,644.7352800946801,3.2419113343245876,3.432562439936619,11.51130245536662,16.571010796735663,0.22034303865008376
Dirty Extreme,41,10.19337468803958,282.9853115602193,245.484603697117,24.08276073528004,65.80828618779601,652.0278442850996,3.332984221493604,3.6281287958488915,11.648066655239894,16.857932514696024,0.21478151699871884
